,title,description,originallink,link,pubDate
417,"조용했던 손흥민, 평범했던 첼시전 평점 6.4점","<b>손흥민</b>(30, 토트넘 홋스퍼)의 평점은 평범했다. <b>손흥민</b>은 15일(한국시간) 영국 런던 스탬퍼드 브리지에서 열린 2022-2023시즌 잉글랜드 프리미어리그 2라운드 첼시와 원정 경기에서 79분을 소화했다. 토트넘이 1대2로... ",https://www.nocutnews.co.kr/news/5801938,https://sports.news.naver.com/news.nhn?oid=079&aid=0003674710,"Mon, 15 Aug 2022 02:48:00 +0900"
418,"강한 실망감 표출 SON, 그럴 만한 실점 상황",<b>손흥민</b>은 80분을 소화했고 두 번째 골 실점 상황에선 실망감을 표출했다. 토트넘은 15일 오전 0시 30분... <b>손흥민</b>은 선발 출전해 80분을 활약했다. 전반전엔 특별한 움직임이 보이지 않았다. 전반 40분 역습 상황에서 폭발적인... ,https://www.goal.com/kr/뉴스/a/blt6b6ff5d47edb2fb4,https://sports.news.naver.com/news.nhn?oid=216&aid=0000123326,"Mon, 15 Aug 2022 02:45:00 +0900"
419,"'79분 소화' SON, 첼시 상대 4년째 침묵...첫 골 신고는 다음에","<b>손흥민</b>(30, 토트넘)이 또 한 번 &apos;천적&apos; 첼시를 만나 침묵했다. 토트넘은 15일 오전 0시 30분(이하 한국시간)... <b>손흥민</b>을 필두로 해리 케인과 데얀 쿨루셉스키, 라이언 세세뇽, 로드리고 벤탄쿠르, 피에르-에밀 호이비에르... ",http://www.osen.co.kr/article/G1111919658,https://sports.news.naver.com/news.nhn?oid=109&aid=0004678735,"Mon, 15 Aug 2022 02:45:00 +0900"
420,투헬-콘테의 '도넘은' 신경전...휘슬 울리고도 '동시 퇴장',"<b>손흥민</b>, 케인, 쿨루셉스키, 세세뇽, 호이비에르, 벤탄쿠르, 에메르송, 데이비스, 다이어, 로메로가 선발로... 토트넘은 히샬리송과 함께 케인, <b>손흥민</b>, 쿨루셉스키를 필두로 더 많아진 공격 자원으로 공격을 전개했다.... ",http://www.fourfourtwo.co.kr/news/articleView.html?idxno=17943,https://sports.news.naver.com/news.nhn?oid=411&aid=0000013715,"Mon, 15 Aug 2022 02:43:00 +0900"
421,"'손흥민 골 침묵' 토트넘, 첼시와 2-2 무승부…개막 2경기 무패",토트넘 후반 추가 시간 케인 &apos;극장골&apos;로 첼시전 연패 끊어 <b>손흥민</b>(30)이 2022-2023시즌 개막 2경기째 득점포를 가동하지 못한 가운데 소속팀 토트넘은 &apos;천적&apos; 첼시를 상대로 값진 승점 1을 따냈다. <b>손흥민</b>은 15일(한국시간)... ,https://www.yna.co.kr/view/AKR20220815001400007?input=1195m,https://sports.news.naver.com/news.nhn?oid=001&aid=0013375085,"Mon, 15 Aug 2022 02:43:00 +0900"
422,"'12경기 연속 無승' 토트넘…내용은 최악, 결과는 무승부","<b>손흥민</b>에게 리스 제임스, 은골로 캉테를 번갈아 붙여가며 꽁꽁 묶었다. 토트넘의 역습 자체를 허용하지... 리스 제임스에게 다시 실점한 후엔 <b>손흥민</b>, 로드리고 벤탄쿠르, 에메르송 로얄을 빼고 이반 페리시치, 이브... ",https://www.spotvnews.co.kr/news/articleView.html?idxno=542850,https://sports.news.naver.com/news.nhn?oid=477&aid=0000376275,"Mon, 15 Aug 2022 02:43:00 +0900"
423,"'북런던더비'보다 더 살벌한 '런던 더비' 콘테, 왜 레드카드 받았나","<b>손흥민</b>이 쿨리발리를 커버하지 못한 것이 옥에 티였다. 콘테 감독은 &apos;폭풍영입&apos;으로 화제를 모았지만 첼시전 선발 라인업은 사우스햄턴전처럼 지난 시즌 그대로였다. 스리톱에 <b>손흥민</b>, 케인, 쿨루셉스키가 포진한 가운데... ",http://sports.chosun.com/news/ntype.htm?id=202208160100102850006343&servicedate=20220815,https://sports.news.naver.com/news.nhn?oid=076&aid=0003904791,"Mon, 15 Aug 2022 02:36:00 +0900"
424,"'케인 극장 동점골' 토트넘, 첼시와 2-2 무승부…손흥민은 침묵","잉글랜드 프리미어리그(EPL) 토트넘 홋스퍼의 <b>손흥민</b>이 2경기 연속 선발 출전했지만 침묵, 팀을 승리로... 사우스햄튼을 상대로 1도움을 기록했던 <b>손흥민</b>은 이날 왼쪽 측면 공격수로 선발 출전, 후반 34분 이반 페리시치와... ",https://www.news1.kr/articles/4772956,https://sports.news.naver.com/news.nhn?oid=421&aid=0006277586,"Mon, 15 Aug 2022 02:35:00 +0900"
425,"부진한 경기력에 '혹평'…손흥민, 네 번째로 최하 평점","잉글랜드 프로축구 토트넘 홋스퍼 공격수 <b>손흥민</b>(30)이 전반적으로 부진한 경기력을 선보인 가운데, 현지에서 혹평 세례를 받았다. 특히 양 팀 통틀어서 선발 출전한 선수 중에서 네 번째로 낮은 평점을 받았다. <b>손흥민</b>... ",https://www.goal.com/kr/뉴스/a/blt9a931a76c33331e3,https://sports.news.naver.com/news.nhn?oid=216&aid=0000123324,"Mon, 15 Aug 2022 02:35:00 +0900"
426,"살벌하게 싸운 콘테와 투헬, 선수들이 눈치본 악수충돌→동반퇴장 [토트넘-첼...",<b>손흥민</b>은 후반 34분까지 뛰었지만 공격포인트를 기록하지 못하고 교체아웃됐다. 개막전 사우스햄튼전에서 <b>손흥민</b>과 케인의 골없이도 4-1 대승을 거둔 토트넘이지만 첼시전은 경기 내내 단 한 순간도 우위에 서지 못하고... ,http://sports.hankooki.com/news/articleView.html?idxno=6804628,http://sports.hankooki.com/news/articleView.html?idxno=6804628,"Mon, 15 Aug 2022 02:34:00 +0900"
427,[EPL이슈]콘테 vs 투헬 경기 중 충돌! 결국 둘 다 퇴장! 경기보다 더 치열했던...,"<b>손흥민</b>이 압박해 조르지뉴의 볼을 낚아챘다. 그리고 데이비스에게 패스했다. 데이비스를 거친 볼을 호이비에르가 슈팅, 골망을 흔들었다. 이 때 오프사이드 위치에 있던 히샬리송이 문제가 됐다. 첼시 벤치는 히샬리송의... ",http://sports.chosun.com/news/ntype.htm?id=202208170100108810006643&servicedate=20220816,https://sports.news.naver.com/news.nhn?oid=076&aid=0003904790,"Mon, 15 Aug 2022 02:34:00 +0900"
428,"'손흥민 79분' 토트넘, 첼시와 무승부...케인, 추가시간 동점골",토트넘 <b>손흥민</b>이 첼시 은골로 캉테의 수비를 뚫고 드리블을 하고 있다. 사진=AP PHOTO 토트넘 홋스퍼 <b>손흥민</b>(30)이 라이벌 첼시와 맞대결에서 분전했다. 토트넘은 패배 벼랑끝 위기에서 간신히 무승부로 마감했다.... ,http://starin.edaily.co.kr/news/newspath.asp?newsid=01079126632427648,https://sports.news.naver.com/news.nhn?oid=018&aid=0005292363,"Mon, 15 Aug 2022 02:34:00 +0900"
429,"'손흥민 80분' 토트넘, 첼시와 2-2 무승부…케인 극적 동점골",사우샘프턴과의 개막전에서 1도움을 기록했던 <b>손흥민</b>은 2경기 연속 선발 출전해 80분간 그라운드를 누볐지만... <b>손흥민</b>은 전반 40분 속도를 올리며 역습에 나섰지만 첼시 수비수 리스 제이미가 옐로카드를 감수하는... ,http://www.inews24.com/view/1510333,https://sports.news.naver.com/news.nhn?oid=031&aid=0000691755,"Mon, 15 Aug 2022 02:34:00 +0900"
430,"손흥민의 침묵·케인의 극장골…토트넘, 첼시와 2대2 무승부","<b>손흥민</b>(30, 토트넘 홋스퍼)이 침묵했다. <b>손흥민</b>은 15일(한국시간) 영국 런던 스탬퍼드 브리지에서 열린 2022-2023시즌 잉글랜드 프리미어리그 2라운드 첼시와 원정 경기에 선발 출전했다. 하지만 공격 포인트 없이 후반 34분... ",https://www.nocutnews.co.kr/news/5801937,https://sports.news.naver.com/news.nhn?oid=079&aid=0003674709,"Mon, 15 Aug 2022 02:32:00 +0900"
431,"손흥민, 실점 상황 명백한 실수… 쿨리발리로 가는 공을 막았더라면[스한 스틸...", <b>손흥민</b>(30·토트넘 홋스퍼)이 코너킥 수비 실수로 실점의 빌미를 제공했다. 토트넘은 결국 승리를 거두지 못했다. 선제골 실점 후 망연자실한 표정의 <b>손흥민</b>. ⓒAFPBBNews = News1 토트넘은 15일(이하 한국시간) 오전 12시... ,http://sports.hankooki.com/news/articleView.html?idxno=6804623,http://sports.hankooki.com/news/articleView.html?idxno=6804623,"Mon, 15 Aug 2022 02:32:00 +0900"
432,"'회심의 왼발' 손흥민, 첼시전 굴욕 분위기 속 '공격 엔진'…극적 무승부 기여",토트넘 <b>손흥민</b>(오른쪽)이 15일 오전(한국시간) 영국 런던 스탬포드브릿지에서 열린 2022~2023시즌 잉글랜드... 런던 | AP연합뉴스 <b>손흥민</b>(30)이 첼시 원정에서 굴욕적으로 밀리던 토트넘의 반전 구실을 했다. 팀은 극적인 2-2... ,http://www.sportsseoul.com/news/read/1150818?ref=naver,https://sports.news.naver.com/news.nhn?oid=468&aid=0000873697,"Mon, 15 Aug 2022 02:32:00 +0900"
433,"‘케인 극적인 동점골’ 토트넘, 첼시왕 2-2 무...‘손흥민 79분’","<b>손흥민</b>-해리 케인-데얀 쿨루셉스키, 라이언 세세뇽-피에르 에밀 호이비에르-로드리고 벤탄쿠르-에메르송... 후반 2분 케인의 패스를 받은 <b>손흥민</b>이 뒷공간 돌파 후 슈팅을 시도했으나 골키퍼 선방에 막혔다. 이어 교체... ",http://sports.khan.co.kr/news/sk_index.html?art_id=202208150231003&sec_id=520101&pt=nv,https://sports.news.naver.com/news.nhn?oid=144&aid=0000831010,"Mon, 15 Aug 2022 02:32:00 +0900"
